Unnamed: 0,N1,N2,sentence,relation,add_closeness_centrality,add_average_degree_connectivity,add_avg_neighbor_deg,add_eigenvector_centrality_numpy,add_katz_centrality_numpy,avg_clustering,common_neighbors,deg_cent,degree,degree_assortativity_coefficient,density,group_degree_centrality,large_clique_size,len_local_bridges,len_min_edge_dominating_set,len_min_maximal_matching,len_min_weighted_dominating_set,len_min_weighted_vertex_cover,ramsey_R2,local_node_connectivity,mean_degree_mixing_matrix,nb_edges,nb_nodes,node_connectivity,resource_allocation_index,treewidth_min_degree
1771,604982,HP:0001022,"Hermansky-Pudlak syndrome (HPS) - characterized by the distinct clinical phenotypes of both oculocutaneous albinism and mild bleeding diathesis-is caused by mutations in genes that have crucial roles in the assembly of cellular organelles (skin melanosomes, platelet delta [dense] granules, lung lamellar bodies, and cytotoxic T-cell lymphocyte granules).",1,1.4175208505761765,17581.58452380952,54.66666666666666,0.3573475676206121,0.20552329952719994,0.0,0.0,1.0081967213114755,123.0,-0.7007423014363683,0.11195521791283487,1.0,2.0,12.0,18.0,18.0,18.0,36.0,66,18.0,8.8999644001424e-05,840.0,123.0,1.0,0,18.0
2278,102578,HP:0002352,Progressive multifocal leukoencephalopathy (PML) is a lethal brain disease caused by uncontrolled replication of JC polyomavirus (JCV).,0,0.9949238578680204,388.03045685279193,2.0,0.7071067811865476,0.7577767276240617,0.0,0.0,0.9949238578680204,196.0,-0.9898477157360408,0.010049735938060812,1.0,2.0,196.0,2.0,2.0,2.0,4.0,392,0.0,2.603082049146189e-05,196.0,198.0,0.0,0,1.0
2294,610206,HP:0002664,"In this study, we aimed to examine the expression of SLC4A11 in ovarian cancer and in normal ovarian tissues, its prognostic value and the possible mechanism of its dysregulation.",0,1.4347451328383982,231695.7917167761,185.8252020353188,0.29323932321792395,0.1195747704968767,0.0,0.0,0.9987669543773121,810.0,-0.6651000194545991,0.023184902176355892,1.0,2.0,34.0,35.0,35.0,30.0,70.0,1544,33.0,1.6778973932186097e-06,7634.0,812.0,1.0,0,29.0
2299,610206,HP:0002664,Results showed that SLC4A11 was upregulated in ovarian cancer compared with normal ovarian epithelial tissues.,0,1.4347451328383982,231695.7917167761,185.8252020353188,0.29323932321792395,0.1195747704968767,0.0,0.0,0.9987669543773121,810.0,-0.6651000194545991,0.023184902176355892,1.0,2.0,34.0,35.0,35.0,30.0,70.0,1544,33.0,1.6778973932186097e-06,7634.0,812.0,1.0,0,29.0
2289,610206,HP:0002664,"In patients with primary serous ovarian cancer in TCGA-OV, the cases with lymphatic invasion (N = 133) had significantly higher SLC4A11 expression than those without lymphatic invasion (N = 77) (p = 0.0069).",0,1.4347451328383982,231695.7917167761,185.8252020353188,0.29323932321792395,0.1195747704968767,0.0,0.0,0.9987669543773121,810.0,-0.6651000194545991,0.023184902176355892,1.0,2.0,34.0,35.0,35.0,30.0,70.0,1544,33.0,1.6778973932186097e-06,7634.0,812.0,1.0,0,29.0
2279,610206,HP:0002664,320 out of 578 (55.4%) ovarian cancer cases had SLC4A11 amplification.,0,1.4347451328383982,231695.7917167761,185.8252020353188,0.29323932321792395,0.1195747704968767,0.0,0.0,0.9987669543773121,810.0,-0.6651000194545991,0.023184902176355892,1.0,2.0,34.0,35.0,35.0,30.0,70.0,1544,33.0,1.6778973932186097e-06,7634.0,812.0,1.0,0,29.0
2304,600956,HP:0002664,Our results indicate that AMHR2-ED vaccination may be particularly useful in providing safe and effective preemptive immunity against EOC in women at high genetic or familial risk who have the greatest need for a preventive vaccine and ultimately in cancer-free postmenopausal women who account for 75% of all EOC cases.,0,1.4441273068501719,226784.54298087198,233.42358781698647,0.2932182538272371,0.12721908674390098,0.0,0.0,0.9987515605493134,800.0,-0.6678190750250678,0.022627575879278085,1.0,2.0,42.0,30.0,30.0,30.0,60.0,1544,28.0,1.6778973932186097e-06,7268.0,802.0,1.0,0,28.0
2305,602238,HP:0001249,Mutations in the RNA exosome gene EXOSC2 cause a distinct syndrome with various tissue-specific phenotypes including retinitis pigmentosa and mild intellectual disability.,0,1.4498345645520514,8484972.31519232,648.7416159190325,0.14957419714808484,-0.02770195362163164,0.0,0.0,1.0005773672055427,1733.0,-0.6787636055676143,0.05234684943409352,1.0,2.0,1.0,131.0,131.0,131.0,262.0,3204,130.0,3.8916426584745004e-07,78561.0,1733.0,1.0,0,126.0
2306,601756,HP:0100774,"Giantin-knockout zebrafish exhibit hyperostosis and ectopic calcium deposits, recapitulating phenotypes of hyperphosphatemic familial tumoral calcinosis, a disease caused by mutations in GALNT3.",0,1.3411441499676795,50065.89761904762,57.14424951267056,0.2698772544014942,0.2465942780680594,0.0,0.0,1.007751937984496,130.0,-0.31232264304261503,0.21514609421586164,1.0,2.0,10.0,51.0,51.0,2.0,102.0,108,50.0,0.00016866250632484398,1804.0,130.0,1.0,0,69.0
2307,601756,HP:0003761,"Giantin-knockout zebrafish exhibit hyperostosis and ectopic calcium deposits, recapitulating phenotypes of hyperphosphatemic familial tumoral calcinosis, a disease caused by mutations in GALNT3.",1,1.4299948240165632,5668.473809523811,46.10167464114833,0.4142704156868761,0.19772754574203968,0.0,0.0,1.0116279069767442,87.0,-0.7610135029374234,0.11841753541833736,1.0,2.0,17.0,11.0,11.0,11.0,22.0,96,11.0,0.00016866250632484398,443.0,87.0,1.0,0,11.0
2308,601548,HP:0000608,"We compared the distribution and localization of UC and esterified cholesterol (EC); the age-related macular degeneration (AMD) associated EFEMP1/Fibulin3 (Fib3); and levels of acyl-coenzyme A (CoA): cholesterol acyltransferases (ACAT) ACAT1, ACAT2 and Apolipoprotein B (ApoB) in ARPE-19 cells cultured in serum-supplemented and serum-free media.",0,1.3447151526129881,11293.597126436782,61.42746913580247,0.29781894400529485,0.19986535695432306,0.0,0.0,0.9897959183673468,97.0,-0.9102622671095782,0.1836734693877551,1.0,2.0,3.0,15.0,15.0,14.0,30.0,164,13.0,0.0001451589490492089,891.0,99.0,1.0,0,20.0
2309,607809,HP:0000608,"We compared the distribution and localization of UC and esterified cholesterol (EC); the age-related macular degeneration (AMD) associated EFEMP1/Fibulin3 (Fib3); and levels of acyl-coenzyme A (CoA): cholesterol acyltransferases (ACAT) ACAT1, ACAT2 and Apolipoprotein B (ApoB) in ARPE-19 cells cultured in serum-supplemented and serum-free media.",0,1.243119783442364,71696.51194638692,43.89231248054777,0.30790067044008945,0.1188457813924591,0.0,0.0,0.9950248756218903,200.0,-0.4032873319268042,0.10930496034678094,1.0,2.0,26.0,64.0,64.0,2.0,128.0,166,62.0,6.944444444444444e-05,2219.0,202.0,1.0,0,61.0
2310,107730,HP:0000608,"We compared the distribution and localization of UC and esterified cholesterol (EC); the age-related macular degeneration (AMD) associated EFEMP1/Fibulin3 (Fib3); and levels of acyl-coenzyme A (CoA): cholesterol acyltransferases (ACAT) ACAT1, ACAT2 and Apolipoprotein B (ApoB) in ARPE-19 cells cultured in serum-supplemented and serum-free media.",0,1.29137136500874,113260.68421115926,55.28173690932312,0.26641886328164033,0.03233786895665081,0.0,0.0,0.995594713656388,226.0,-0.4444308960803684,0.11573537367648196,1.0,2.0,16.0,68.0,68.0,5.0,136.0,290,66.0,4.691311690748733e-05,2995.0,228.0,1.0,0,75.0
2311,607542,HP:0011675,"In conclusion, our results reveal a role for the KCNQ1 potassium channel in the regulation of human growth, and show that growth hormone deficiency associated with maternally inherited gingival fibromatosis is an allelic disorder with cardiac arrhythmia syndromes caused by KCNQ1 mutations",1,1.3378975462854403,1645625.9277777774,141.62795556092257,0.1900966630828403,0.13132763876862974,0.0,0.0,1.0017182130584192,583.0,-0.40415367119508855,0.11857733137639773,1.0,2.0,7.0,216.0,216.0,14.0,432.0,676,215.0,8.701629815264401e-06,20117.0,583.0,1.0,0,269.0
2313,608177,HP:0009733,"RT-PCR analysis showed that the overall transcriptional activity of the main HS biosynthesis-involved genes (EXT1, EXT2, NDST1, NDST2, GLCE, HS2ST1, HS3ST1, HS3ST2, HS6ST1, HS6ST2, SULF1, SULF2, HPSE) was decreased by 1.5-2-fold in Grade II-III glioma (p &lt; 0.01) and by 3-fold in Grade IV glioma (glioblastoma multiforme, GBM) (p &lt; 0.05), as compared with the para-tumourous tissue.",0,1.3552285088474885,129032.35600804425,86.61705338615356,0.2988673022185353,0.26433088463089177,0.0,0.0,0.9968553459119496,317.0,-0.5753616263081346,0.06204530667770746,1.0,2.0,41.0,39.0,39.0,39.0,78.0,170,38.0,1.2755102040816327e-05,3147.0,319.0,1.0,0,46.0
2314,600853,HP:0009733,"RT-PCR analysis showed that the overall transcriptional activity of the main HS biosynthesis-involved genes (EXT1, EXT2, NDST1, NDST2, GLCE, HS2ST1, HS3ST1, HS3ST2, HS6ST1, HS6ST2, SULF1, SULF2, HPSE) was decreased by 1.5-2-fold in Grade II-III glioma (p &lt; 0.01) and by 3-fold in Grade IV glioma (glioblastoma multiforme, GBM) (p &lt; 0.05), as compared with the para-tumourous tissue.",0,1.3195090198995725,54231.10952380953,55.05784732100521,0.29473010889739465,0.13382441028199848,0.0,0.0,0.9933333333333334,149.0,-0.61292942507037,0.14578366445916116,1.0,2.0,10.0,39.0,39.0,39.0,78.0,100,38.0,7.971938775510202e-05,1651.0,151.0,1.0,0,48.0
2317,608177,HP:0002664,"RT-PCR analysis showed that the overall transcriptional activity of the main HS biosynthesis-involved genes (EXT1, EXT2, NDST1, NDST2, GLCE, HS2ST1, HS3ST1, HS3ST2, HS6ST1, HS6ST2, SULF1, SULF2, HPSE) was decreased by 1.5-2-fold in Grade II-III glioma (p &lt; 0.01) and by 3-fold in Grade IV glioma (glioblastoma multiforme, GBM) (p &lt; 0.05), as compared with the para-tumourous tissue.",1,1.3671953875465912,7571634.649574038,252.30185626821753,0.15118185783882274,0.09939107755424499,0.0,0.0,1.0009532888465205,1050.0,-0.5485515347997706,0.0938544645694312,1.0,2.0,3.0,269.0,269.0,125.0,538.0,1542,268.0,1.6778973932186103e-06,51688.0,1050.0,1.0,0,343.0
2319,600853,HP:0002664,"RT-PCR analysis showed that the overall transcriptional activity of the main HS biosynthesis-involved genes (EXT1, EXT2, NDST1, NDST2, GLCE, HS2ST1, HS3ST1, HS3ST2, HS6ST1, HS6ST2, SULF1, SULF2, HPSE) was decreased by 1.5-2-fold in Grade II-III glioma (p &lt; 0.01) and by 3-fold in Grade IV glioma (glioblastoma multiforme, GBM) (p &lt; 0.05), as compared with the para-tumourous tissue.",0,1.3899182804969206,1934265.0362358543,230.154800715112,0.18611998609740954,0.2495883303062277,0.0,0.0,0.9988674971687428,882.0,-0.6531790197234396,0.05898238727497272,1.0,2.0,47.0,112.0,112.0,112.0,224.0,1544,110.0,1.6778973932186103e-06,23020.0,884.0,1.0,0,132.0
2320,609669,HP:0000501,"First, a novel variation c.460-650A&gt;G was found in our study which might cause premature termination of splicing of the conserved domain in WDR36; second, c.1494+1111G&gt;T (rs13178997) had significantly different frequency in our JOAG patients compared to the reference frequency on NCBI; third, a variation c.710+30C&gt;T (rs10038177) was found in our study, which had already been reported to be related to high-pressure glaucoma.",1,1.4912711402073104,3719.0,187.4328947368421,0.4491788770239411,0.5188758425306802,0.0,0.0,1.0032467532467533,309.0,-0.9794234779397007,0.019375446559912586,1.0,2.0,1.0,5.0,5.0,5.0,10.0,608,4.0,1.0749798441279228e-05,922.0,309.0,1.0,0,4.0
2321,600160,HP:0002664,"Although disruption of the CDKN2A (INK4A/ARF) locus has been reported in end-stage disease, information is lacking on the status of this key tumor suppressor gene in pleural lesions preceding mesothelioma.",1,1.3819192877609885,3978882.2976928083,230.5360070919454,0.17439306041142438,0.12633734612896624,0.0,0.0,1.0010121457489878,989.0,-0.5763287178006274,0.0801918266928112,1.0,2.0,4.0,213.0,213.0,104.0,426.0,1542,212.0,1.67789739321861e-06,39179.0,989.0,1.0,0,228.0
2327,600160,HP:0002664,"We show that hypermethylation of p16/Ink4a and p19/Arf in CNT- and asbestos-induced inflammatory lesions precedes mesothelioma; this results in silencing of Cdkn2a (Ink4a/Arf) and loss of p16 and p19 protein, consistent with epigenetic alterations playing a gatekeeper role in cancer.",1,1.3819192877609885,3978882.2976928083,230.5360070919454,0.17439306041142438,0.12633734612896624,0.0,0.0,1.0010121457489878,989.0,-0.5763287178006274,0.0801918266928112,1.0,2.0,4.0,213.0,213.0,104.0,426.0,1542,212.0,1.67789739321861e-06,39179.0,989.0,1.0,0,228.0
657,603113,HP:0002664,"Knockdown of PPP2R1B expression increases AKT phosphorylation, which leads to elevated XIAP expression and enhanced 5-FU resistance; whereas rescue of PPP2R1B expression in miR-587-expressing cells decreases AKT phosphorylation/XIAP expression, re-sensitizing colon cancer cells to 5-FU-induced apoptosis.",1,1.4873012487474293,56683.754180476026,245.41686121919585,0.4091005680924441,0.01853930019144065,0.0,0.0,1.0012738853503185,786.0,-0.7080939589769509,0.011704834605597965,1.0,2.0,5.0,15.0,15.0,15.0,30.0,1542,15.0,1.67789739321861e-06,3611.0,786.0,1.0,0,25.0
2330,300079,HP:0002664,"Knockdown of PPP2R1B expression increases AKT phosphorylation, which leads to elevated XIAP expression and enhanced 5-FU resistance; whereas rescue of PPP2R1B expression in miR-587-expressing cells decreases AKT phosphorylation/XIAP expression, re-sensitizing colon cancer cells to 5-FU-induced apoptosis.",1,1.406634221168284,2214908.756663593,207.984000497486,0.1966682757698364,0.16261722755692914,0.0,0.0,1.0010917030567683,917.0,-0.5998659763136658,0.06079012157548109,1.0,2.0,5.0,141.0,141.0,89.0,282.0,1542,140.0,1.67789739321861e-06,25531.0,917.0,1.0,0,139.0
653,603113,HP:0002664,"Importantly, studies of colorectal cancer specimens indicate that the expression of miR-587 and PPP2R1B positively and inversely correlates with chemoresistance, respectively, in colorectal cancer.",1,1.4873012487474293,56683.754180476026,245.41686121919585,0.4091005680924441,0.01853930019144065,0.0,0.0,1.0012738853503185,786.0,-0.7080939589769509,0.011704834605597965,1.0,2.0,5.0,15.0,15.0,15.0,30.0,1542,15.0,1.67789739321861e-06,3611.0,786.0,1.0,0,25.0
665,603113,HP:0002664,These findings indicate that the miR-587/PPP2R1B/pAKT/XIAP signaling axis has an important role in mediating response to chemotherapy in colorectal cancer.,1,1.4873012487474293,56683.754180476026,245.41686121919585,0.4091005680924441,0.01853930019144065,0.0,0.0,1.0012738853503185,786.0,-0.7080939589769509,0.011704834605597965,1.0,2.0,5.0,15.0,15.0,15.0,30.0,1542,15.0,1.67789739321861e-06,3611.0,786.0,1.0,0,25.0
2332,300079,HP:0002664,These findings indicate that the miR-587/PPP2R1B/pAKT/XIAP signaling axis has an important role in mediating response to chemotherapy in colorectal cancer.,1,1.406634221168284,2214908.756663593,207.984000497486,0.1966682757698364,0.16261722755692914,0.0,0.0,1.0010917030567683,917.0,-0.5998659763136658,0.06079012157548109,1.0,2.0,5.0,141.0,141.0,89.0,282.0,1542,140.0,1.67789739321861e-06,25531.0,917.0,1.0,0,139.0
2334,615068,HP:0001251,"Over the last 5 years, several single gene disorders of the autophagy pathway have emerged: EPG5-associated Vici syndrome, WDR45-associated b-propeller protein-associated neurodegeneration, SNX14-associated autosomal-recessive spinocerebellar ataxia 20, ATG5-associated autosomal-recessive ataxia syndrome, SQSTM1/p62-associated childhood-onset neurodegeneration, and several forms of the hereditary spastic paraplegias.",0,1.3685228639630038,8598149.761979686,301.92288237489123,0.14691971029237838,0.1135796518941587,0.0,0.0,0.9990749306197966,1080.0,-0.581066582427895,0.10492441276903533,1.0,2.0,2.0,251.0,251.0,174.0,502.0,1628,249.0,1.5055139448229141e-06,61362.0,1082.0,1.0,0,269.0
2335,300526,HP:0001251,"Over the last 5 years, several single gene disorders of the autophagy pathway have emerged: EPG5-associated Vici syndrome, WDR45-associated b-propeller protein-associated neurodegeneration, SNX14-associated autosomal-recessive spinocerebellar ataxia 20, ATG5-associated autosomal-recessive ataxia syndrome, SQSTM1/p62-associated childhood-onset neurodegeneration, and several forms of the hereditary spastic paraplegias.",0,1.4280075936960417,2496606.2313588145,354.9176652591268,0.17174371965146668,-0.040396250248275464,0.0,0.0,0.9989023051591658,910.0,-0.700122483456209,0.07581316078340747,1.0,2.0,1.0,97.0,97.0,96.0,194.0,1628,95.0,1.5055139448229141e-06,31494.0,912.0,1.0,0,102.0
2336,616105,HP:0001251,"Over the last 5 years, several single gene disorders of the autophagy pathway have emerged: EPG5-associated Vici syndrome, WDR45-associated b-propeller protein-associated neurodegeneration, SNX14-associated autosomal-recessive spinocerebellar ataxia 20, ATG5-associated autosomal-recessive ataxia syndrome, SQSTM1/p62-associated childhood-onset neurodegeneration, and several forms of the hereditary spastic paraplegias.",1,1.38053623551732,8093049.287370497,324.71516578995585,0.14793249892551286,-0.03285115893557557,0.0,0.0,1.0009551098376313,1048.0,-0.5928213136237607,0.10790007072187348,1.0,2.0,1.0,235.0,235.0,214.0,470.0,1626,234.0,1.5092152684290281e-06,59197.0,1048.0,1.0,0,328.0
2337,604261,HP:0001251,"Over the last 5 years, several single gene disorders of the autophagy pathway have emerged: EPG5-associated Vici syndrome, WDR45-associated b-propeller protein-associated neurodegeneration, SNX14-associated autosomal-recessive spinocerebellar ataxia 20, ATG5-associated autosomal-recessive ataxia syndrome, SQSTM1/p62-associated childhood-onset neurodegeneration, and several forms of the hereditary spastic paraplegias.",0,1.4727106551336575,569148.3636384384,486.0092250922509,0.20828222882845854,0.02570438778504169,0.0,0.0,1.0011820330969268,847.0,-0.8386428295573786,0.04426972125231314,1.0,2.0,1.0,34.0,34.0,34.0,68.0,1626,33.0,1.5092152684290273e-06,15861.0,847.0,1.0,0,33.0
2338,601530,HP:0001251,"Over the last 5 years, several single gene disorders of the autophagy pathway have emerged: EPG5-associated Vici syndrome, WDR45-associated b-propeller protein-associated neurodegeneration, SNX14-associated autosomal-recessive spinocerebellar ataxia 20, ATG5-associated autosomal-recessive ataxia syndrome, SQSTM1/p62-associated childhood-onset neurodegeneration, and several forms of the hereditary spastic paraplegias.",1,1.364755648832075,7043580.63663995,254.25724485257882,0.15502425285411342,0.04137781435987882,0.0,0.0,1.000893655049151,1120.0,-0.5546361028316394,0.09042033703561854,1.0,2.0,8.0,291.0,291.0,96.0,582.0,1626,290.0,1.5092152684290281e-06,56661.0,1120.0,1.0,0,330.0
1658,113705,HP:0002664,"PurposeMonoallelic germ-line mutations in the BRCA1/FANCS, BRCA2/FANCD1 and PALB2/FANCN genes confer high risk of breast cancer.",1,1.342124294666095,14779870.286244314,292.6232998839511,0.14059513390679754,0.0363653511393512,0.0,0.0,1.0008032128514055,1246.0,-0.37767621403519097,0.11088720854525648,1.0,2.0,3.0,471.0,471.0,37.0,942.0,1542,470.0,1.6778973932186097e-06,86008.0,1246.0,1.0,0,633.0
2357,600185,HP:0002664,"PurposeMonoallelic germ-line mutations in the BRCA1/FANCS, BRCA2/FANCD1 and PALB2/FANCN genes confer high risk of breast cancer.",1,1.3416355462103815,14500864.778067766,286.27804058963136,0.14198849810087022,0.09065436525648868,0.0,0.0,1.0007987220447283,1253.0,-0.3695548622099266,0.10824627921741813,1.0,2.0,4.0,477.0,477.0,34.0,954.0,1542,476.0,1.67789739321861e-06,84906.0,1253.0,1.0,0,615.0
2383,610355,HP:0002664,"PurposeMonoallelic germ-line mutations in the BRCA1/FANCS, BRCA2/FANCD1 and PALB2/FANCN genes confer high risk of breast cancer.",1,1.3430869189876868,14665903.757940754,288.6803021880843,0.1417467535489824,0.14445499003691165,0.0,0.0,1.0008116883116882,1233.0,-0.3832445566628932,0.10980108699086802,1.0,2.0,2.0,458.0,458.0,43.0,916.0,1542,457.0,1.6778973932186097e-06,83397.0,1233.0,1.0,0,612.0
2339,600185,HP:0002664,"Biallelic mutations in these genes cause Fanconi anemia (FA), characterized by malformations, bone marrow failure, chromosome fragility, and cancer predisposition (BRCA2/FANCD1 and PALB2/FANCN), or an FA-like disease presenting a phenotype similar to FA but without bone marrow failure (BRCA1/FANCS).",1,1.3416355462103815,14500864.778067766,286.27804058963136,0.14198849810087022,0.09065436525648868,0.0,0.0,1.0007987220447283,1253.0,-0.3695548622099266,0.10824627921741813,1.0,2.0,4.0,477.0,477.0,34.0,954.0,1542,476.0,1.67789739321861e-06,84906.0,1253.0,1.0,0,615.0
2381,610355,HP:0002664,"Biallelic mutations in these genes cause Fanconi anemia (FA), characterized by malformations, bone marrow failure, chromosome fragility, and cancer predisposition (BRCA2/FANCD1 and PALB2/FANCN), or an FA-like disease presenting a phenotype similar to FA but without bone marrow failure (BRCA1/FANCS).",1,1.3430869189876868,14665903.757940754,288.6803021880843,0.1417467535489824,0.14445499003691165,0.0,0.0,1.0008116883116882,1233.0,-0.3832445566628932,0.10980108699086802,1.0,2.0,2.0,458.0,458.0,43.0,916.0,1542,457.0,1.6778973932186097e-06,83397.0,1233.0,1.0,0,612.0
2390,606829,HP:0002664,"FANCM monoallelic mutations have been reported as moderate risk factors for breast cancer, but there are no reports of any clinical phenotype observed in carriers of biallelic mutations.MethodsBreast cancer probands were subjected to mutation analysis by sequencing gene panels or testing DNA damage response genes.ResultsFive cases homozygous for FANCM loss-of-function mutations were identified.",0,1.3621265762760904,2413616.901743359,200.04513618677043,0.18544942053489166,0.21665475310549576,0.0,0.0,0.9989327641408752,936.0,-0.6167799868358901,0.06338106691728125,1.0,2.0,40.0,152.0,152.0,96.0,304.0,1544,150.0,1.6778973932186097e-06,27853.0,938.0,1.0,0,139.0
2405,606829,HP:0002664,"Moreover, our observations support previous findings suggesting that FANCM is a breast cancer-predisposing gene.",0,1.3621265762760904,2413616.901743359,200.04513618677043,0.18544942053489166,0.21665475310549576,0.0,0.0,0.9989327641408752,936.0,-0.6167799868358901,0.06338106691728125,1.0,2.0,40.0,152.0,152.0,96.0,304.0,1544,150.0,1.6778973932186097e-06,27853.0,938.0,1.0,0,139.0
2416,165390,HP:0002664,"The increased RhoA-GTP results from AKT phosphorylating three serines (S298, S329, and S567) in the DLC1 tumor suppressor, a Rho GTPase-activating protein (RhoGAP) associated with focal adhesions.",0,1.3978683131436085,2157606.155043348,229.1092045672004,0.1848188673957168,0.06592376818482969,0.0,0.0,0.9988814317673378,893.0,-0.611879548470754,0.06202742054416158,1.0,2.0,23.0,121.0,121.0,117.0,242.0,1544,119.0,1.67789739321861e-06,24815.0,895.0,1.0,0,117.0
2422,180380,HP:0002664,"The increased RhoA-GTP results from AKT phosphorylating three serines (S298, S329, and S567) in the DLC1 tumor suppressor, a Rho GTPase-activating protein (RhoGAP) associated with focal adhesions.",0,1.3656029541446206,2499829.264422941,200.53807898275682,0.18269083378657847,0.08808076945407306,0.0,0.0,0.9989304812834224,934.0,-0.6348648372529369,0.06318387494858083,1.0,2.0,27.0,140.0,140.0,94.0,280.0,1576,138.0,1.677897393218609e-06,27648.0,936.0,1.0,0,138.0
2414,165390,HP:0002664,"That binding, which interferes with the interaction of RhoA-GTP with the RhoGAP domain, reduces the hydrolysis of RhoA-GTP, the binding of other DLC1 ligands, and the colocalization of DLC1 with focal adhesions and attenuates tumor suppressor activity.",0,1.3978683131436085,2157606.155043348,229.1092045672004,0.1848188673957168,0.06592376818482969,0.0,0.0,0.9988814317673378,893.0,-0.611879548470754,0.06202742054416158,1.0,2.0,23.0,121.0,121.0,117.0,242.0,1544,119.0,1.67789739321861e-06,24815.0,895.0,1.0,0,117.0
2425,150340,HP:0002664,"Thus, the aim of the present study was to elucidate the influence of LMNB1 upregulation on colon cancer cell line after treatment with 5-FU.",0,1.3532048248484854,6776121.672486258,250.70224619738238,0.15231306049935947,0.050402992985762216,0.0,0.0,0.9990347490347492,1035.0,-0.568578163702051,0.09297870676848498,1.0,2.0,15.0,256.0,256.0,125.0,512.0,1544,254.0,1.6778973932186103e-06,49945.0,1037.0,1.0,0,324.0
2446,164840,HP:0003006,"To investigate genetic predispositions for MYCN-amplified neuroblastoma, we performed a meta-analysis of three genome-wide association studies totaling 615 MYCN-amplified high-risk neuroblastoma cases and 1869 MYCN-nonamplified non-high-risk neuroblastoma cases as controls using a fixed-effects model with inverse variance weighting.",0,1.3585645578986312,158772.31998556998,111.13575172130304,0.2582612410847169,0.32192902940968543,0.0,0.0,0.9966777408637876,300.0,-0.6954874948812038,0.08448658995401641,1.0,2.0,35.0,38.0,38.0,38.0,76.0,176,37.0,1.4348025711662073e-05,3840.0,302.0,1.0,0,38.0
2451,164840,HP:0003006,"We identified a novel locus at 3p21.31 indexed by the single nucleotide polymorphism (SNP) rs80059929 (odds ratio [OR] = 2.95, 95% confidence interval [CI] = 2.17 to 4.02, Pmeta = 6.47 x 10-12) associated with MYCN-amplified neuroblastoma, which was replicated in 127 MYCN-amplified cases and 254 non-high-risk controls (OR = 2.30, 95% CI = 1.12 to 4.69, Preplication = .02).",0,1.3585645578986312,158772.31998556998,111.13575172130304,0.2582612410847169,0.32192902940968543,0.0,0.0,0.9966777408637876,300.0,-0.6954874948812038,0.08448658995401641,1.0,2.0,35.0,38.0,38.0,38.0,76.0,176,37.0,1.4348025711662073e-05,3840.0,302.0,1.0,0,38.0
2436,164840,HP:0003006,"Our results indicate that common genetic variation predisposes to different neuroblastoma genotypes, including the likelihood of somatic MYCN-amplification",0,1.3585645578986312,158772.31998556998,111.13575172130304,0.2582612410847169,0.32192902940968543,0.0,0.0,0.9966777408637876,300.0,-0.6954874948812038,0.08448658995401641,1.0,2.0,35.0,38.0,38.0,38.0,76.0,176,37.0,1.4348025711662073e-05,3840.0,302.0,1.0,0,38.0
2456,601239,HP:0030682,DTNA encoding dystrobrevin-a (a-DB) is a putative causal gene associated with left ventricular noncompaction cardiomyopathy (LVNC).,1,1.3798129812981297,4907.5999999999985,30.84090909090909,0.4243898244145562,0.38910233795159865,0.0,0.0,1.0172413793103448,59.0,-0.7005356440703511,0.2016364699006429,1.0,2.0,4.0,15.0,15.0,15.0,30.0,56,15.0,0.0004938271604938272,345.0,59.0,1.0,0,19.0
2457,601239,HP:0001638,"In conclusion, overexpression of the DTNA-p.N49S mutation in a mouse heart can be responsible for the phenotype of deep trabeculation, dilated cardiomyopathy, and cardiac dysfunction, which resembles the phenotype of LVNC",1,1.4408412988656156,142555.47233020814,127.07306711979608,0.3126360836290716,0.028340338989124695,0.0,0.0,1.0021231422505308,472.0,-0.5567246219926939,0.045611572924538483,1.0,2.0,1.0,44.0,44.0,40.0,88.0,856,43.0,5.4335718671383e-06,5070.0,472.0,1.0,0,38.0
2458,615317,HP:0003287,Defects in ISC biogenesis lead to multiple mitochondrial dysfunction syndromes including: ISCA2 with infantile onset leukodystrophy.,0,1.3304816812348892,175175.3892857143,93.16306129137988,0.22230669865870845,-0.03210467388694481,0.0,0.0,0.994047619047619,167.0,-0.6617724774414343,0.24640743871513104,1.0,2.0,2.0,54.0,54.0,54.0,108.0,228,52.0,7.694675284702985e-05,3498.0,169.0,1.0,0,57.0
2459,603220,HP:0002092,"Furthermore, mutations in KCNK3 have been identified as a rare cause of both familial and idiopathic pulmonary arterial hypertension.",1,1.4120689655172414,13982.196527777778,76.02196261682242,0.2929538867166891,0.14522193357082225,0.0,0.0,1.007936507936508,127.0,-0.8324509811711859,0.16010498687664046,1.0,2.0,1.0,20.0,20.0,20.0,40.0,214,19.0,8.573388203017832e-05,1281.0,127.0,1.0,0,24.0
